sample_index,id,unique_id,host,dopant,defecttype,site,target_eV,natoms,spacegroup,supercell
2335,3421,40292ff01c2a0bd7c88b161b703d9e3c,NbS2,Ni,adsorbate,ads0,2.3251869849999856,28,187,331
2336,3422,223daffd93fc12acfd62013d0b3a7fb8,MoTe2,Mo,interstitial,ads2,5.590033790000009,28,187,331
2337,3426,a4b284c517b54b8cb96b7399dff05441,MoSe2,Ca,adsorbate,ads2,1.056708837500009,49,187,441
2338,3427,b68c6c1947bf16fb539f0fe80400c5ad,NbS2,O,interstitial,ads2,-0.3716085949999979,28,187,331
2339,3428,a5c9c4753d6a947393936bfcffde6f70,WSe2,Br,adsorbate,ads0,0.6190694562499774,49,187,441
2340,3430,d33417a7af2fda9d03c9f840f89a4993,NbS2,Lu,adsorbate,ads1,-2.1433284950000138,28,187,331
2341,3431,131e14d1d00755da28241bc3668d8b56,NbS2,Be,interstitial,int0,2.8071426049999846,28,187,331
2342,3432,dae23610a9f20b4664890ce672267120,MoSe2,Nb,adsorbate,ads0,5.809456600000012,49,187,441
2343,3433,81ca95f2dc5738849db7ffa4e96e11fc,WTe2,B,adsorbate,ads0,5.587890177500012,28,187,331
2344,3434,305ff97a8f5e5f789fea2fb782c556d9,NbS2,Hg,interstitial,int1,12.505614075000013,28,187,331
2345,3435,30568bdc27ed955ab629d457aec6e640,NbS2,Mg,interstitial,int2,4.234056515000003,28,187,331
2346,3436,39c76038735c6e9d6051eaf1ef6cc836,NbSe2,Sc,interstitial,int3,2.849948184999992,28,187,331
2347,3438,9f934d82b349038b3d96d5870bba709b,MoS2,Sr,adsorbate,ads1,0.6576545774999845,49,187,441
2348,3439,ff63eb9377b3df7fb1008f07921507b6,NbS2,Ni,interstitial,int1,11.007967654999986,28,187,331
2349,3441,3428f5f48c7ea533f1e05f08edf00124,MoSe2,Ga,interstitial,int4,4.997915813749982,49,187,441
2350,3442,8ad2d87f07d1d30ef5836a76063c9919,SnS2,Ca,adsorbate,ads2,-1.7362195624999992,28,187,331
2351,3443,ad25860eda2569ea58918ac6e1b03cf7,NbSe2,Cu,adsorbate,ads1,1.0167027625000091,28,187,331
2352,3446,e9c9bdc39f40e4b6ffc6a20f8bf6c81f,NbSe2,Zr,adsorbate,ads1,0.3054296649999895,28,187,331
2353,3448,f27e2ad5cbf41e1a64e349b5631ac223,NbS2,Be,adsorbate,ads1,-0.3320268949999954,28,187,331
2354,3449,f27d6e10d857974bbce0977b571da8ad,WTe2,Pb,adsorbate,ads0,1.95391103500002,28,187,331
2355,3450,5415fcf959bc4f77272cb6d4edafc08e,MoSe2,Y,adsorbate,ads0,3.3367376899999823,49,187,441
2356,3452,e736304b893ad73c479ea52d76f7a616,WTe2,B,interstitial,int1,11.117895577500004,28,187,331
2357,3453,2ad487504622fff16785aef24440baef,MoTe2,Os,interstitial,int2,5.35121799,28,187,331
2358,3454,f0fa69134c3251a59c7677a5c9f9de57,NbSe2,W,adsorbate,ads0,6.4595120649999895,28,187,331
2359,3456,53f772a5c7c529da5f7b3fd904ae4f9c,SnS2,W,adsorbate,ads2,0.8909008849999989,28,187,331
2360,3457,8614ad536b8069761aa0d3a0d953d5ea,NbS2,Hg,adsorbate,ads0,0.1517796249999881,28,187,331
2361,3458,c628a55c642330cecc3a6b00e714f9c6,MoSe2,Pd,interstitial,int2,15.615754734999967,49,187,441
2362,3462,a14d0dddedc7b7e66dfc3a825fb68e22,WSe2,Co,interstitial,int4,3.860055374999977,49,187,441
2363,3464,db154f1295c225ab939f1ac36274d088,WSe2,Br,interstitial,int1,11.558336216249987,49,187,441
2364,3466,cab4410f129c75610ed1a87f23e0c483,NbS2,H,interstitial,int0,1.0597751574999863,28,187,331
2365,3467,484fbeba8629fa34f831b77177326b1d,MoSe2,C,interstitial,int3,3.8056222474999815,49,187,441
2366,3469,32230656025efc4d9c47373f522e6b44,SnS2,Ag,interstitial,int0,5.369209887499993,28,187,331
2367,3471,13261113affbe37b654404fd6bfcca52,SnS2,P,adsorbate,ads1,0.2928188599999934,28,187,331
2368,3472,3cb81fec4ad5f28a8c0246a4787760a0,MoTe2,Ni,interstitial,int4,1.3347780750000011,28,187,331
2369,3473,c0a88f71e3468524603d35c4d26f1f74,NbS2,Al,adsorbate,ads1,-0.0208424675000178,28,187,331
2370,3474,e0992bcbc52cd92d612571b7b3f851c2,MoS2,Xe,adsorbate,ads1,0.0219320300000012,49,187,441
2371,3475,11fb4a47079f7d0d0d1a8210679aceb0,WS2,Pd,adsorbate,ads0,2.2755970350000028,49,187,441
2372,3476,e9684a43d5d9e5bc86a2ec0374f948ea,WS2,Ca,adsorbate,ads1,1.3361309675000097,49,187,441
2373,3477,7d72dc648ce6d1e7dc3da1d7b6174a7b,NbSe2,As,interstitial,int3,2.6372657849999905,28,187,331
2374,3478,e471a15231e3f284b8b8ff68a4727c6e,NbSe2,Te,interstitial,int3,5.015704019999992,28,187,331
2375,3479,d13fa23f9bca5f12e6cd76eca707ba86,NbSe2,B,interstitial,int4,2.0789294875000017,28,187,331
2376,3480,ac8a14223bff6e21a0c19550c00eb21b,MoTe2,S,adsorbate,ads1,1.5157746500000036,28,187,331
2377,3483,aff62cebaf86896a0cced150a0cc716b,SnS2,Tl,adsorbate,ads0,-0.0482925150000035,28,187,331
2378,3484,8ce8486d8f6f5471aef79eb3885a9739,NbSe2,Cr,adsorbate,ads2,0.7577486649999887,28,187,331
2379,3486,8d935246a30b9424a735b1894e14d93b,MoS2,N,interstitial,int3,4.282887620000002,49,187,441
2380,3487,157a0a44a6d868cda644599253f30579,NbS2,Ir,adsorbate,ads1,3.5525910324999845,28,187,331
2381,3489,aeead9d8b198e2780e4787269fa3816a,NbSe2,Co,interstitial,int2,10.204767065000002,28,187,331
2382,3491,a0ada25b0b421052d669cd7dbdb5945e,WTe2,Br,adsorbate,ads0,0.3947303962500004,28,187,331
2383,3492,9a81ee19197d7fb717a0e605772c172f,MoSe2,Rb,adsorbate,ads0,-0.1534545950000194,49,187,441
2384,3493,5226f46e84ab4667ba0c6a8920d1338c,WSe2,F,interstitial,int3,0.7790955724999469,49,187,441
2385,3494,a60705c439c649be4899f9d903f0a748,MoSe2,Ag,adsorbate,ads1,2.0452790274999884,49,187,441
2386,3496,b4ab4892a9d232efaa697f5494e84225,WS2,B,adsorbate,ads1,4.978858447500013,49,187,441
2387,3497,45f78bc87df46e48db119126870f8c6c,WSe2,Ag,adsorbate,ads0,2.264497687499956,49,187,441
2388,3498,9ed3fd20519459b93cf262a5911336c4,WSe2,Rb,adsorbate,ads1,-0.0158968150000107,49,187,441
2389,3499,65b6377c198d44b014eda2860162f523,NbS2,Rh,adsorbate,ads1,1.235204969999984,28,187,331
2390,3500,3950ffdbd9b08eb5c24949395d76e58b,WTe2,Pd,adsorbate,ads2,1.7090175149999984,28,187,331
2391,3501,ec207f1fc0dde26b38359b5e42e49541,NbSe2,Ca,interstitial,int4,4.7468463175000135,28,187,331
2392,3504,baeafc9e5772fef231a69be9b32f948c,MoSe2,B,interstitial,int2,5.6345314575,49,187,441
2393,3505,7dc442f612baebcfbe62ad4d06d56658,NbS2,I,interstitial,int1,11.940934364999997,28,187,331
2394,3506,ab2a197b3ff733a718213c81ef4e6db4,NbS2,Ru,interstitial,int1,12.053677475,28,187,331
2395,3508,4c8cefedd7af9f3b2cec32f41d9f53f4,WTe2,Nb,adsorbate,ads1,5.292618610000012,28,187,331
2396,3509,5e69bf68d6eafb85480ea13aadc0f840,NbSe2,Ba,adsorbate,ads1,-2.82988109,28,187,331
2397,3512,aa27929433cdacb2a45b9cb38e3d7b13,WTe2,K,interstitial,int4,8.971512149999997,28,187,331
2398,3513,bedf0bdee989016adafee2b56d58e492,WS2,C,adsorbate,ads0,6.015933397500032,49,187,441
2399,3514,cbd145081658c9988fb074fe5dd384aa,MoTe2,O,interstitial,int0,-0.7746613049999951,28,187,331
2400,3515,6a6d8ab64b08fbeb6f10e3801ba117b4,WS2,Br,adsorbate,ads2,0.8690370862499921,49,187,441
2401,3516,bf2859511218d01507c1633d6a51a6ac,MoTe2,Sr,adsorbate,ads2,1.0330334475000045,28,187,331
2402,3517,e9f5b5a3e094d5fbd5cab32c6e7036b1,MoS2,Na,interstitial,int3,8.682583246666674,49,187,441
2403,3518,868bd4d82350fcee37af38671da2480a,NbS2,Pt,adsorbate,ads0,2.9069514675000083,28,187,331
2404,3519,318d88835540ae766babcb3b81d3f517,MoS2,Si,interstitial,int3,5.0588345649999855,49,187,441
2405,3520,4351c2b10ae1eb2df2640ad6d046ed3a,NbSe2,Ga,interstitial,int3,2.7561021437500104,28,187,331
2406,3523,828773188487e82a63e4b8347a368e72,NbS2,Cl,interstitial,int1,8.864245030000003,28,187,331
2407,3524,a6cd183b57f5268e5934d78b4e3c4822,MoSe2,Sc,interstitial,int4,4.747917504999979,49,187,441
2408,3525,7403143578a8916586981466ce425cb9,WTe2,Cs,interstitial,int4,12.23508615500001,28,187,331
2409,3527,c3bb88eeb58499325a6234ef3b5b0fba,MoS2,O,interstitial,int2,6.215883094999981,49,187,441
2410,3532,31c582fd70cbd8813b9d692fa46b820d,WS2,Cu,interstitial,int4,7.392664272500005,49,187,441
2411,3533,3c98cf9bb6590a785b8e2da2cb3cc702,MoS2,H,adsorbate,int1,1.9645548074999808,49,187,441
2412,3536,d74fbeee5d1b8a00721a44bd34c66238,WS2,Zr,interstitial,int4,9.517162334999991,49,187,441
2413,3537,eb3a164f49c431c0a9bcea3ff9a554cf,WSe2,Ca,interstitial,int2,9.17899391749999,49,187,441
2414,3538,cfba4e4501ed1cfb3667ccc5dcdd60ef,WSe2,Pd,interstitial,int3,6.1994953149999485,49,187,441
2415,3540,94367958e04fd9e4c69307fc11c7a68a,MoTe2,Ti,interstitial,int2,4.518902875000013,28,187,331
2416,3541,96f696b20e455e10045851a6ec11bc10,NbSe2,Sb,interstitial,int2,10.18714611,28,187,331
2417,3542,328822ed4602fce079dac84e9490c102,MoTe2,H,interstitial,int3,1.6935764675000105,28,187,331
2418,3543,7dbf681fa86076fcb31fc9384bff48d6,MoTe2,Mn,interstitial,int2,4.329979972500022,28,187,331
2419,3548,137788fbac0d8ad35a8f6ebe194c850a,MoSe2,As,interstitial,int4,5.714678895,49,187,441
2420,3549,5baa05dcb142b0d7a0e23c25f2ebf87c,WTe2,Tl,adsorbate,ads1,1.1717584549999989,28,187,331
2421,3551,96d3ab723f203b7a99cd75ca23a2d728,NbS2,N,interstitial,int2,1.583450019999992,28,187,331
2422,3552,ecc6394d649859319e0a311687fb67a7,NbS2,Li,adsorbate,ads1,-1.9874399299999923,28,187,331
2423,3553,324a8005ca13254502142b5eaa21a07d,MoS2,Fe,adsorbate,ads0,4.075186569999955,49,187,441
2424,3554,9aba7523e0b80110589c8f9ce4c8718c,MoTe2,Cl,interstitial,int4,3.7582714500000174,28,187,331
2425,3557,ed010f2119c06b7c40f9b5991799634f,WTe2,C,interstitial,int0,2.163687567500018,28,187,331
2426,3558,d0a304a02ddb775442b20c05de9ce5e4,NbS2,S,interstitial,ads2,2.64636961,28,187,331
2427,3559,a723fd2879e348dd8f5cd816ebfc4870,MoS2,Mg,interstitial,int4,7.656254444999955,49,187,441
2428,3560,2500e7b2ba58048242b51b12fda5990b,NbS2,Hf,adsorbate,ads1,0.2017351199999932,28,187,331
2429,3561,27555beb48abcb7cdd6b4e12a12381a5,MoTe2,Xe,adsorbate,ads2,0.0683558900000056,28,187,331
2430,3562,389ea0b0f1192fbec9028218069803dc,SnS2,Br,adsorbate,ads1,0.5487577162499977,28,187,331
2431,3563,2cd3a4cc7175edfa1f06407baf210c9d,WSe2,Re,adsorbate,ads2,7.653381279999969,49,187,441
2432,3564,621b09d98989d22d7ab523f3d9d713d0,NbSe2,V,adsorbate,ads1,1.3357419400000037,28,187,331
2433,3568,5de4a5ef15979590f61ab00c16c1b554,SnS2,Sn,adsorbate,ads0,1.1441196850000024,28,187,331
2434,3570,fbacbe43a5b279e59d10caa486c64ce7,MoS2,P,adsorbate,ads0,2.7753531499999973,49,187,441
2435,3571,b4adb2743ed7451a3e351d7996872c79,WSe2,Sr,adsorbate,ads1,1.0572516174999878,49,187,441
2436,3573,203f8e276a50a4d0ca491ab35d233d19,WS2,Os,adsorbate,ads2,7.504034920000029,49,187,441
2437,3574,f60318eb942836bc6ee9cb1d0d35519e,NbSe2,Pt,adsorbate,ads0,3.2388473675000142,28,187,331
2438,3575,6437101730836ba2361ebf4a788a8216,NbS2,Se,interstitial,int1,9.842261353333331,28,187,331
2439,3576,c3ff8629f2723f94432dd8bb5d84c6dc,MoTe2,Au,interstitial,int4,4.400344772500022,28,187,331
2440,3577,8b2fe522ae2d6ecf456fb46f26b763ef,MoTe2,P,adsorbate,ads2,3.28653864,28,187,331
2441,3578,d7e274e2f932cae186dd2e36ebf87674,MoSe2,Fe,adsorbate,ads1,3.4736057399999662,49,187,441
2442,3579,f15e46645dd7de5ea5b16ff8b9852585,NbS2,Ba,adsorbate,ads1,-3.6002746500000025,28,187,331
2443,3580,2aba1f1dbdbb3e606d6d34b873a3e8ef,MoTe2,Rb,adsorbate,ads2,-0.3415455049999907,28,187,331
2444,3583,f7adc63d55729b08e62e048caa88267e,WS2,Si,adsorbate,ads0,3.438620044999995,49,187,441
2445,3584,297c86b7f26319522c824e2684e0cd82,SnS2,S,interstitial,ads2,-0.072914759999997,28,187,331
2446,3585,cd1384ccb4bb400c6913bad84df676a3,NbSe2,S,adsorbate,ads0,0.4598892900000129,28,187,331
2447,3586,b4d50a10289d2dd187cedef37bc1a5e2,NbS2,Ca,interstitial,int4,6.027186577499987,28,187,331
2448,3587,6b53483c8faadef8a854928955277ebe,NbSe2,N,interstitial,int0,0.7543726900000021,28,187,331
2449,3590,853966c15527a585ddcfedff936ecb55,WTe2,Ti,adsorbate,ads0,5.195790205000012,28,187,331
2450,3591,d2c965d95b8d3dae82aadb506640ebf1,MoS2,Co,interstitial,int4,5.1942995749999765,49,187,441
2451,3593,b8ec2956d51cf985751a1f5fd061d4d2,NbSe2,Rh,adsorbate,ads1,2.437108020000011,28,187,331
2452,3594,8f614e8dc51cb72a9160d21427a027b3,WTe2,Mn,adsorbate,ads0,3.711353072500012,28,187,331
2453,3596,cb346e08a88bb43eec6ccfc063638782,SnS2,Os,adsorbate,ads1,4.1507907199999945,28,187,331
2454,3598,19f4eea1cd140dd2d10384bbeafb8c38,WS2,Be,interstitial,int4,4.898034104999983,49,187,441
2455,3599,5f7ee88d5d9af4cb842a58a40bf057b1,NbSe2,I,interstitial,int3,6.842652105000004,28,187,331
2456,3600,96c5cac3fad781294bf141ab284093a0,NbS2,Au,interstitial,int1,10.981368792499993,28,187,331
2457,3601,1c975f1b66a611d2f9f84679c7df206b,WTe2,Sr,interstitial,int0,4.8561413975000125,28,187,331
2458,3603,af23acae0cd7a7a55463515904d84e81,NbSe2,Li,adsorbate,ads1,-1.5199457699999914,28,187,331
2459,3604,b4aae6f1db83723d5fbafd42faae2cb6,WS2,Ge,interstitial,int2,15.857973525000029,49,187,441
2460,3605,1778b791585e40f710ebb1a97c750f5c,WSe2,Xe,adsorbate,ads1,0.0526221899999503,49,187,441
2461,3606,29952677420a5a6bf09f9c70f6153761,MoTe2,Re,adsorbate,ads1,6.8888934100000165,28,187,331
2462,3609,edb4576d6401e07cc9f9c0dcce45e084,WTe2,Cd,adsorbate,ads2,0.7395419199999956,28,187,331
2463,3612,891eb0804df06e8efa0e6ea76888464a,NbSe2,F,interstitial,int4,-1.761102437500008,28,187,331
2464,3613,ee78c38e8443397fe9ec94fc6ab527fd,NbSe2,Ta,interstitial,int3,3.4732971200000065,28,187,331
2465,3614,327eee13794adb2cbebc5a4a86e66860,MoTe2,W,adsorbate,ads1,8.319864575000002,28,187,331
2466,3615,138519a8e849dc90027997df7287a43b,SnS2,Mo,adsorbate,ads0,4.430415259999993,28,187,331
2467,3616,562a37d3e2a228328c540e83eb1dd9f5,NbS2,Sb,adsorbate,int2,7.842041680000008,28,187,331
2468,3617,c9b5033f606d19749a1363f87e41e3fd,NbS2,Zn,interstitial,int0,5.812977509999987,28,187,331
2469,3618,968157ad04a6aee3d242a737592d1fed,MoSe2,H,interstitial,int4,1.4587247174999636,49,187,441
2470,3620,3c535bc000bc18bcca52e386da0a2f25,NbS2,Tc,interstitial,int1,13.053141435,28,187,331
2471,3621,482d0af7557b686de07b9f96a787fb9a,WSe2,B,interstitial,int3,3.064888607499963,49,187,441
2472,3623,c4d7fb5bce1c2c35d5f1408b1f1c38d2,WS2,F,adsorbate,ads1,-0.4118612974999758,49,187,441
2473,3626,d94f791d485d8ab736adfffeabc8f179,WTe2,Sn,adsorbate,ads1,2.4018109250000164,28,187,331
2474,3627,2d7af2e53687f7f2083f5b549056f309,WS2,Li,interstitial,int4,5.107155019999994,49,187,441
2475,3628,984c6bf60c1a462b1df461dc915df72a,WSe2,Os,interstitial,int1,13.964680509999983,49,187,441
2476,3629,2f69bb4d9bf92d0a046271ad9233af62,MoS2,Rb,adsorbate,ads1,-0.4683795050000215,49,187,441
2477,3630,d6141ecb1ec4785f32a29e19679bd6b0,MoS2,Ag,adsorbate,ads0,2.184226387499963,49,187,441
2478,3635,dccd77306b25e55f0ba69e8838d5fd16,NbS2,P,adsorbate,ads1,-0.1933554800000116,28,187,331
2479,3636,bb736a5aeb07fb240e4b7a25b0e071ff,WS2,Cd,adsorbate,ads0,0.7337468200000238,49,187,441
2480,3637,6657880f2598ced10393719af54eea9f,MoSe2,F,interstitial,int2,5.316911032499994,49,187,441
2481,3638,4e14240428524e809ab9b69e7bbffb3d,NbSe2,Hg,adsorbate,ads0,0.156349425000001,28,187,331
2482,3639,6597f68fddf2d3d79d06a880a1991d4a,NbSe2,Lu,interstitial,int0,5.6575611550000025,28,187,331
2483,3640,d72c4050432d0a5b4d6ae03a0bc5df1d,NbSe2,H,interstitial,int2,0.9783191774999996,28,187,331
2484,3641,23afcff00bac8ddd23b592937a7cf7e9,NbSe2,Be,adsorbate,ads1,0.3592577049999934,28,187,331
2485,3642,dfadff5017fb15c21a6ca1f8d691cdad,MoTe2,Br,interstitial,int2,6.685727286250002,28,187,331
2486,3643,c3589a53d3ccc0a887d2cb7e03e4d073,SnS2,H,interstitial,int0,2.694939787499992,28,187,331
2487,3645,b7db62525a805ca654ebc68d702f947f,WTe2,O,interstitial,int4,-1.2940477549999798,28,187,331
2488,3646,1036992a70e7c457ad2b6d25747aa463,MoS2,V,adsorbate,ads2,3.4276857199999835,49,187,441
2489,3647,d4fd3b51a4e489fdad3900fb7288a3ae,WSe2,Na,interstitial,int3,7.724051706666647,49,187,441
2490,3648,f79db19d94d9d4d40d114b1e6ac45d9d,MoSe2,Xe,adsorbate,ads0,0.0247852799999881,49,187,441
2491,3649,b837229fb4a3c03f9dd03084def2ec67,NbS2,Zr,adsorbate,ads1,-0.3864166850000021,28,187,331
2492,3650,2453cbfab0008da0892b23b7ebd59801,NbS2,Cu,adsorbate,ads1,0.5535377724999848,28,187,331
2493,3651,b2941e06b1f2a401a07dbca22d88783c,WSe2,C,interstitial,int2,3.801367817499978,49,187,441
2494,3653,465084be8806133cda51311fd6d3ccd0,NbSe2,Ge,interstitial,int3,2.769599854999988,28,187,331
2495,3655,7502dc7a9d8dae9c8b5beba022cf5db5,SnS2,Ti,adsorbate,ads1,0.6476803650000029,28,187,331
2496,3656,34f9b855e8ab5ff4c13fc67730e26043,NbSe2,Mg,interstitial,int2,6.202230615000002,28,187,331
2497,3660,b8bf85b2b9533c9fc45ddd31b891b38e,SnS2,Mn,adsorbate,ads1,0.960204922499992,28,187,331
2498,3661,17868f958214621d39bf069a59db4820,WSe2,Si,interstitial,int3,3.876791364999976,49,187,441
2499,3663,1972e1fd1cdf4748d34e2fd3e47b147f,WTe2,Os,adsorbate,ads0,8.270422740000006,28,187,331
2500,3664,2e8e2d48dd52bcac9d0141ea674d42b9,MoS2,Pd,interstitial,int3,8.335503714999987,49,187,441
2501,3666,d537f7696e3636efd8c5972123370fbc,MoS2,Ca,interstitial,int2,14.778551097499973,49,187,441
2502,3669,13be2ac135da3f44af9b31c988bc8f2d,NbS2,Co,interstitial,int2,1.910916754999992,28,187,331
2503,3670,70b8b056443e1fbaeaa5c987a71c010d,WSe2,Y,adsorbate,ads1,2.8484437399999685,49,187,441
2504,3672,a0da3da8ebb3d5ca07544a816d980347,NbS2,Cr,adsorbate,ads2,-0.0150674250000033,28,187,331
2505,3677,cfd58681fbe435b3945d3076cd0daae5,WS2,Ti,adsorbate,ads2,3.515861495,49,187,441
2506,3678,5400a77f59ba6770cf07be4b6618ea5a,NbSe2,O,interstitial,int1,3.8326315650000136,28,187,331
2507,3679,b5fbf85aa72a5120d83448f0dc85472d,MoSe2,Cd,interstitial,int2,14.380773939999983,49,187,441
2508,3680,ff7ed499eba96ab0b5cc1cba8bc31049,NbS2,As,interstitial,int3,19.173598804999987,28,187,331
2509,3681,ed81417029d84bb3aeb1ab45edbd7e6c,WTe2,Mo,adsorbate,ads1,5.6524295900000014,28,187,331
2510,3682,e26f31cf2ffa3564e9c9f66592fe1022,WS2,Mn,adsorbate,ads2,3.5237647524999804,49,187,441
2511,3683,427ec76e9158f90aa6a3e1af83cc6acb,NbSe2,Al,adsorbate,ads1,0.4883689325000087,28,187,331
2512,3684,8592571ff798bbd890cc748c442928e5,NbS2,W,adsorbate,ads2,2.0808076749999938,28,187,331
2513,3685,44a8acd47fe6835244ae6d3f4449e2fc,MoS2,Re,adsorbate,ads2,7.340894370000008,49,187,441
2514,3686,6166e595695c6145d9d514c4fda11f04,MoSe2,Sr,adsorbate,ads0,1.1408855475000068,49,187,441
2515,3687,5e65f84e59dd17afe9efc3c147045314,WSe2,Mg,interstitial,int4,6.210740964999967,49,187,441
2516,3688,6125a7afd25969ffd248b376e9632915,MoTe2,C,interstitial,int4,2.531247307500008,28,187,331
2517,3689,b4d10f6088ade81d61393240012c6db4,WTe2,Si,adsorbate,ads2,3.5996780849999954,28,187,331
2518,3693,a411506811cb671a22feab3c6ae8011b,WTe2,As,adsorbate,ads0,2.4698444549999943,28,187,331
2519,3694,ef3cc70897812f8d48a592cb7bc17b6e,MoS2,Pt,adsorbate,ads2,3.342179937499978,49,187,441
2520,3696,ad9a720918f50715ca7e5302e8ac0406,SnS2,Sb,adsorbate,ads0,1.3389800399999965,28,187,331
2521,3697,b631835ef39e666d29ae64a8c0ec9356,SnS2,Zn,adsorbate,ads2,-0.0141482499999987,28,187,331
2522,3699,d2fa84b05037459702169a01f3c41445,MoSe2,Au,interstitial,int2,12.7920751125,49,187,441
2523,3700,381c699d90d4fc99eb46391fe5d0eb7f,WS2,P,interstitial,int2,12.984025490000016,49,187,441
2524,3702,addf538c25dea97aca2bd6b6c8728e5d,NbS2,Si,interstitial,int1,12.402282394999988,28,187,331
2525,3703,fd2122a8b9af808a6fc125b4a20262f5,NbS2,H,interstitial,int4,-0.4822320825000173,28,187,331
2526,3704,3139f7b87bc1746e94fbf3187f815047,NbSe2,Br,interstitial,int3,5.0871511562500045,28,187,331
2527,3707,b08022ef8203311acc25123e74f307e1,WS2,Se,adsorbate,ads0,1.3956139633333238,49,187,441
2528,3708,14776337660e3f096f28660e6d943308,MoTe2,Hg,adsorbate,ads1,0.1577843750000047,28,187,331
2529,3709,f3bdacc7018a3934b1b2b8efe3f1386c,MoSe2,Tc,interstitial,int2,18.208795695000006,49,187,441
2530,3711,1787a1e422d036e1b6b7b8fcedd1ec64,MoS2,Ru,interstitial,int3,8.04651089500001,49,187,441
2531,3712,d450da29f3f7c5a87bd271f1cf15ca48,WTe2,W,interstitial,ads1,7.243116544999998,28,187,331
2532,3715,f933dc9707501d29cf052e8f4f87c415,WTe2,Te,interstitial,ads0,1.060414250000013,28,187,331
2533,3716,48673364f8514df9db877abf3a57ef23,NbSe2,B,interstitial,int0,1.355534287500003,28,187,331
2534,3718,31c9e6e1a42006a86d6e2486b8105c4c,MoTe2,Si,interstitial,int4,1.3756515150000173,28,187,331
2535,3719,9a42d892823dd4c4bc11692ca527abdb,WS2,Tc,adsorbate,ads0,6.228871275000032,49,187,441
2536,3720,66de83f729ac38dd7b51db0e9ba82959,NbS2,Fe,adsorbate,ads2,-0.0177054200000146,28,187,331
2537,3722,4d7c143ac9e03251a0080368574bfce4,MoS2,I,interstitial,int4,15.097256855000005,49,187,441
2538,3723,26d4940b48c31abdfec7b47ec1311a21,WTe2,P,adsorbate,ads2,3.350898630000014,28,187,331
2539,3724,61b56ae34b8a473683cd2aed936898a8,MoSe2,Se,interstitial,int2,10.205695993333311,49,187,441
2540,3725,15edd5437904872bc0d27110cadfef18,MoTe2,Al,adsorbate,ads0,2.66197515250002,28,187,331
2541,3730,b88ce369309cd61c92b472e9f0f9e76f,MoSe2,Cs,adsorbate,ads0,-0.3835479750000216,49,187,441
2542,3731,fc03b1e4790c66b1bd6563f5975c3580,WS2,Zn,adsorbate,ads1,1.059001900000019,49,187,441
2543,3733,e2ebfa1416ae540d624828ea7b083423,MoS2,F,interstitial,int3,1.833009552500008,49,187,441
2544,3734,18e8d7af0f94f7a71f0e999de8ad1ba6,WSe2,Co,interstitial,int0,5.788640454999982,49,187,441
2545,3735,dd2a2a0eb35477255b325e7f65324e5e,SnS2,Ga,adsorbate,ads1,0.2026936537500008,28,187,331
2546,3736,355e8f5ae63836395ea3879aad095f22,MoTe2,Ir,adsorbate,ads0,5.533411062500003,28,187,331
2547,3737,31fe7d92f1f16322af45563b6b4a8334,WSe2,Cr,adsorbate,ads0,3.7082463849999474,49,187,441
2548,3738,a3d21bab9c4bf033252fd3378c52ee7e,WSe2,N,interstitial,int3,2.87158695,49,187,441
2549,3739,4d51f65e7bf81a144649a86f28cc7087,NbSe2,Pb,interstitial,int3,5.841562365000002,28,187,331
2550,3741,9ea5041a671565d1afce1867b1b0ef17,WS2,Au,adsorbate,ads0,2.4402899225000154,49,187,441
2551,3742,9e53fa6c3f1b31b5030ce41805024f00,NbS2,Lu,interstitial,int4,5.313102445000005,28,187,331
2552,3743,4c88981ec4496422569c4f919bae419a,MoSe2,Ba,adsorbate,ads2,0.7174796299999717,49,187,441
2553,3744,737488d94db3a31f48df17c3da7cd82c,WSe2,Nb,interstitial,int4,6.381284809999991,49,187,441
2554,3745,2c6923fe1380c0c53b7f197adba9ef0d,MoTe2,Rh,adsorbate,ads0,4.075190310000012,28,187,331
2555,3746,fbb2cc837d9f1b3f3f04bf6e6ab83ac0,MoSe2,W,adsorbate,ads2,7.276898044999973,49,187,441
2556,3747,2d62abf06f868814a74ac8c4eaea8a26,MoS2,Hg,adsorbate,ads2,0.1591126649999799,49,187,441
2557,3749,f5c6227c198eb5687a89a8a469282781,SnS2,As,adsorbate,ads1,0.4586722649999979,28,187,331
2558,3750,e40324e830fccc0ac01179fef18819e1,WTe2,Sb,adsorbate,ads1,2.6141461200000022,28,187,331
2559,3752,cc771da1fb75180f0d8e661439af0c14,NbSe2,Zn,interstitial,int4,2.890425609999986,28,187,331
2560,3753,f7df6736da50252d1e76eda1b264b7d7,MoSe2,Cr,adsorbate,ads1,3.109467875000016,49,187,441
2561,3754,7b72ea181fde546daa7c86c491f2f663,NbSe2,Y,adsorbate,ads2,3.4627908200000133,28,187,331
2562,3755,5683b8388da17387ab8d92d22eb6deae,SnS2,Y,adsorbate,ads0,0.8366674499999966,28,187,331
2563,3756,c2cb85ba316941220f55d4c1e175023f,WS2,Sc,adsorbate,ads2,3.118142845000026,49,187,441
2564,3757,e04a6454f9fab47496ae1c7ac15f2f01,WTe2,Tc,adsorbate,ads2,6.055769315000006,28,187,331
2565,3762,8b14f306007c7555aa69f5671fb48597,MoTe2,Ru,interstitial,int0,5.5664919350000135,28,187,331
