host,dopant,dopant_Z,dopant_period,defecttype,n_sites,true_best_site,n_tied_true_best_sites,predicted_best_site,exact_site_correct,top2_eligible,true_best_in_predicted_top2,uniform_exact_expectation,uniform_top2_expectation,screening_regret_eV,exact_gain_over_uniform,top2_gain_over_uniform
Mo2CO2,Sn,50,5,adsorbate,2,ads2,1,ads2,1,0,,0.5,,0.0,0.5,
Mo2CO2,Tc,43,5,adsorbate,2,ads2,1,ads2,1,0,,0.5,,0.0,0.5,
Mo2CO2,Te,52,5,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
Mo2CO2,Tl,81,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Mo2CO2,V,23,4,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
Mo2CO2,W,74,6,adsorbate,2,ads1,1,ads0,0,0,,0.5,,0.08355320999999272,-0.5,
Mo2CO2,Xe,54,5,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
Mo2CO2,Zn,30,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
Mo2CO2,Zr,40,5,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
MoS2,Ag,47,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Ag,47,5,interstitial,3,int3,1,int3,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Al,13,3,adsorbate,3,ads1,1,ads2,0,1,1,0.3333333333333333,0.6666666666666667,0.12260833000004823,-0.3333333333333333,0.33333333333333326
MoS2,Al,13,3,interstitial,3,int4,1,int4,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,As,33,4,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,As,33,4,interstitial,2,int4,1,int4,1,0,,0.5,,0.0,0.5,
MoS2,Au,79,6,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,B,5,2,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
MoS2,B,5,2,interstitial,4,ads2,1,int0,0,1,0,0.25,0.5,0.13100417000003972,-0.25,-0.5
MoS2,Ba,56,6,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Be,4,2,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Be,4,2,interstitial,4,int0,1,int0,1,1,1,0.25,0.5,0.0,0.75,0.5
MoS2,Br,35,4,adsorbate,3,ads0,1,ads1,0,1,0,0.3333333333333333,0.6666666666666667,0.18205643999999654,-0.3333333333333333,-0.6666666666666667
MoS2,C,6,2,adsorbate,3,ads1,1,ads0,0,1,1,0.3333333333333333,0.6666666666666667,0.0042989500000194525,-0.3333333333333333,0.33333333333333326
MoS2,C,6,2,interstitial,2,int4,1,int4,1,0,,0.5,,0.0,0.5,
MoS2,Ca,20,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Ca,20,4,interstitial,3,int3,1,int3,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Cd,48,5,adsorbate,3,ads2,1,ads1,0,1,0,0.3333333333333333,0.6666666666666667,0.0028383499999904416,-0.3333333333333333,-0.6666666666666667
MoS2,Cd,48,5,interstitial,2,int0,1,int0,1,0,,0.5,,0.0,0.5,
MoS2,Cl,17,3,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Cl,17,3,interstitial,2,int0,1,int0,1,0,,0.5,,0.0,0.5,
MoS2,Co,27,4,adsorbate,2,ads2,1,ads2,1,0,,0.5,,0.0,0.5,
MoS2,Co,27,4,interstitial,2,int3,1,int3,1,0,,0.5,,0.0,0.5,
MoS2,Cr,24,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Cr,24,4,interstitial,3,int3,1,int4,0,1,1,0.3333333333333333,0.6666666666666667,2.2000000310384848e-07,-0.3333333333333333,0.33333333333333326
MoS2,Cs,55,6,adsorbate,3,ads2,1,ads1,0,1,1,0.3333333333333333,0.6666666666666667,0.0064389700000333505,-0.3333333333333333,0.33333333333333326
MoS2,Cu,29,4,adsorbate,3,ads2,1,ads1,0,1,1,0.3333333333333333,0.6666666666666667,0.07951174999999511,-0.3333333333333333,0.33333333333333326
MoS2,F,9,2,adsorbate,2,ads0,1,ads2,0,0,,0.5,,0.45067585000003885,-0.5,
MoS2,F,9,2,interstitial,3,int0,1,int4,0,1,1,0.3333333333333333,0.6666666666666667,0.0002795900000480689,-0.3333333333333333,0.33333333333333326
MoS2,Fe,26,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Fe,26,4,interstitial,3,int4,1,int4,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Ga,31,4,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
MoS2,Ga,31,4,interstitial,3,int3,1,int4,0,1,1,0.3333333333333333,0.6666666666666667,0.00490188000003311,-0.3333333333333333,0.33333333333333326
MoS2,Ge,32,4,adsorbate,3,ads0,1,ads2,0,1,1,0.3333333333333333,0.6666666666666667,0.10357129999999914,-0.3333333333333333,0.33333333333333326
MoS2,H,1,1,adsorbate,4,ads0,1,ads0,1,1,1,0.25,0.5,0.0,0.75,0.5
MoS2,H,1,1,interstitial,4,int0,1,int0,1,1,1,0.25,0.5,0.0,0.75,0.5
MoS2,Hf,72,6,adsorbate,3,ads1,1,ads2,0,1,1,0.3333333333333333,0.6666666666666667,0.1975764299999696,-0.3333333333333333,0.33333333333333326
MoS2,Hg,80,6,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,I,53,5,adsorbate,3,ads0,1,ads1,0,1,1,0.3333333333333333,0.6666666666666667,0.1355764800000543,-0.3333333333333333,0.33333333333333326
MoS2,Ir,77,6,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
MoS2,Ir,77,6,interstitial,2,int3,1,int4,0,0,,0.5,,3.000002557485004e-08,-0.5,
MoS2,K,19,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Li,3,2,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Li,3,2,interstitial,2,int4,1,int4,1,0,,0.5,,0.0,0.5,
MoS2,Lu,71,6,adsorbate,3,ads2,1,ads1,0,1,1,0.3333333333333333,0.6666666666666667,0.05476221999998554,-0.3333333333333333,0.33333333333333326
MoS2,Lu,71,6,interstitial,2,int4,1,int4,1,0,,0.5,,0.0,0.5,
MoS2,Mg,12,3,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Mg,12,3,interstitial,3,int0,1,int3,0,1,0,0.3333333333333333,0.6666666666666667,0.16115714000000025,-0.3333333333333333,-0.6666666666666667
MoS2,Mn,25,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Mn,25,4,interstitial,3,int3,1,int3,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,N,7,2,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,N,7,2,interstitial,3,int4,1,int4,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Na,11,3,interstitial,2,int3,1,int3,1,0,,0.5,,0.0,0.5,
MoS2,Nb,41,5,adsorbate,2,ads2,1,ads2,1,0,,0.5,,0.0,0.5,
MoS2,Nb,41,5,interstitial,3,int4,1,int3,0,1,1,0.3333333333333333,0.6666666666666667,0.006127160000006349,-0.3333333333333333,0.33333333333333326
MoS2,Ni,28,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,O,8,2,adsorbate,4,ads0,1,ads0,1,1,1,0.25,0.5,0.0,0.75,0.5
MoS2,O,8,2,interstitial,3,int0,1,int4,0,1,1,0.3333333333333333,0.6666666666666667,0.00010811000004173899,-0.3333333333333333,0.33333333333333326
MoS2,Os,76,6,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Os,76,6,interstitial,2,int4,1,int4,1,0,,0.5,,0.0,0.5,
MoS2,P,15,3,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,P,15,3,interstitial,3,int0,1,int3,0,1,0,0.3333333333333333,0.6666666666666667,0.13958066000003377,-0.3333333333333333,-0.6666666666666667
MoS2,Pd,46,5,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Pt,78,6,adsorbate,3,ads1,1,ads0,0,1,1,0.3333333333333333,0.6666666666666667,0.016924189999997896,-0.3333333333333333,0.33333333333333326
MoS2,Rb,37,5,adsorbate,3,ads2,1,ads1,0,1,1,0.3333333333333333,0.6666666666666667,0.01566121999996989,-0.3333333333333333,0.33333333333333326
MoS2,Rb,37,5,interstitial,2,int3,1,int3,1,0,,0.5,,0.0,0.5,
MoS2,Re,75,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Re,75,6,interstitial,2,int4,1,int4,1,0,,0.5,,0.0,0.5,
MoS2,Rh,45,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Ru,44,5,adsorbate,3,ads2,1,ads1,0,1,1,0.3333333333333333,0.6666666666666667,0.06729178000000502,-0.3333333333333333,0.33333333333333326
MoS2,Ru,44,5,interstitial,3,int4,1,int3,0,1,1,0.3333333333333333,0.6666666666666667,0.015091910000021969,-0.3333333333333333,0.33333333333333326
MoS2,Sb,51,5,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Sc,21,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Sc,21,4,interstitial,2,int3,1,int3,1,0,,0.5,,0.0,0.5,
MoS2,Se,34,4,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Se,34,4,interstitial,3,int4,1,int3,0,1,1,0.3333333333333333,0.6666666666666667,0.0014064799999573552,-0.3333333333333333,0.33333333333333326
MoS2,Si,14,3,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Si,14,3,interstitial,2,int3,1,int4,0,0,,0.5,,0.00011210000002392917,-0.5,
MoS2,Sn,50,5,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Sr,38,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Sr,38,5,interstitial,2,int4,1,int4,1,0,,0.5,,0.0,0.5,
MoS2,Ta,73,6,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Tc,43,5,adsorbate,3,ads2,1,ads1,0,1,1,0.3333333333333333,0.6666666666666667,0.018248449999988203,-0.3333333333333333,0.33333333333333326
MoS2,Te,52,5,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Ti,22,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Ti,22,4,interstitial,3,int0,1,int3,0,1,1,0.3333333333333333,0.6666666666666667,0.0003755399999922915,-0.3333333333333333,0.33333333333333326
MoS2,Tl,81,6,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,V,23,4,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,V,23,4,interstitial,4,int3,1,int4,0,1,1,0.25,0.5,4.1000004102897947e-07,-0.25,0.5
MoS2,W,74,6,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Xe,54,5,adsorbate,3,ads1,1,ads0,0,1,1,0.3333333333333333,0.6666666666666667,0.014960779999967103,-0.3333333333333333,0.33333333333333326
MoS2,Y,39,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Zn,30,4,adsorbate,2,ads1,1,ads1,1,0,,0.5,,0.0,0.5,
MoS2,Zn,30,4,interstitial,3,int3,1,int3,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoS2,Zr,40,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSSe,Ag,47,5,adsorbate,6,ads2,1,ads1,0,1,0,0.16666666666666666,0.33333333333333337,0.03968338000004201,-0.16666666666666666,-0.33333333333333337
MoSSe,Al,13,3,adsorbate,6,ads1,1,ads1,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Al,13,3,interstitial,3,int3,1,int3,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSSe,As,33,4,adsorbate,6,ads0,1,ads0,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Au,79,6,adsorbate,6,ads0,1,ads0,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,B,5,2,adsorbate,5,ads4,1,ads4,1,1,1,0.2,0.4,0.0,0.8,0.6
MoSSe,B,5,2,interstitial,5,int3,1,int3,1,1,1,0.2,0.4,0.0,0.8,0.6
MoSSe,Ba,56,6,adsorbate,6,ads2,1,ads1,0,1,1,0.16666666666666666,0.33333333333333337,0.009687649999989403,-0.16666666666666666,0.6666666666666666
MoSSe,Be,4,2,adsorbate,6,ads2,1,ads4,0,1,1,0.16666666666666666,0.33333333333333337,0.20068314000002374,-0.16666666666666666,0.6666666666666666
MoSSe,Be,4,2,interstitial,4,int3,1,int3,1,1,1,0.25,0.5,0.0,0.75,0.5
MoSSe,Br,35,4,adsorbate,6,ads3,1,ads3,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,C,6,2,adsorbate,5,ads1,1,ads1,1,1,1,0.2,0.4,0.0,0.8,0.6
MoSSe,C,6,2,interstitial,4,int3,1,int2,0,1,1,0.25,0.5,0.00011309999996367281,-0.25,0.5
MoSSe,Ca,20,4,adsorbate,6,ads2,1,ads2,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Ca,20,4,interstitial,2,int2,1,int0,0,0,,0.5,,0.25761934000002107,-0.5,
MoSSe,Cd,48,5,adsorbate,6,ads4,1,ads2,0,1,0,0.16666666666666666,0.33333333333333337,0.008005819999993946,-0.16666666666666666,-0.33333333333333337
MoSSe,Cl,17,3,adsorbate,6,ads3,1,ads0,0,1,1,0.16666666666666666,0.33333333333333337,0.06675561999998081,-0.16666666666666666,0.6666666666666666
MoSSe,Cl,17,3,interstitial,3,int3,1,int3,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSSe,Co,27,4,adsorbate,7,ads1,1,ads2,0,1,1,0.14285714285714285,0.2857142857142857,1.2813605200000207,-0.14285714285714285,0.7142857142857143
MoSSe,Co,27,4,interstitial,2,int2,1,int2,1,0,,0.5,,0.0,0.5,
MoSSe,Cr,24,4,adsorbate,7,ads2,1,ads2,1,1,1,0.14285714285714285,0.2857142857142857,0.0,0.8571428571428572,0.7142857142857143
MoSSe,Cr,24,4,interstitial,2,int0,1,int2,0,0,,0.5,,0.20613485999996328,-0.5,
MoSSe,Cs,55,6,adsorbate,6,ads2,1,ads5,0,1,0,0.16666666666666666,0.33333333333333337,0.4279987099999971,-0.16666666666666666,-0.33333333333333337
MoSSe,Cu,29,4,adsorbate,8,ads2,1,ads2,1,1,1,0.125,0.25,0.0,0.875,0.75
MoSSe,F,9,2,adsorbate,5,ads3,1,ads3,1,1,1,0.2,0.4,0.0,0.8,0.6
MoSSe,F,9,2,interstitial,5,int3,1,int3,1,1,1,0.2,0.4,0.0,0.8,0.6
MoSSe,Fe,26,4,adsorbate,6,ads4,1,ads4,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Fe,26,4,interstitial,3,int3,1,int3,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSSe,Ga,31,4,adsorbate,4,ads1,1,ads1,1,1,1,0.25,0.5,0.0,0.75,0.5
MoSSe,Ga,31,4,interstitial,2,int3,1,int3,1,0,,0.5,,0.0,0.5,
MoSSe,Ge,32,4,adsorbate,6,ads0,1,ads1,0,1,1,0.16666666666666666,0.33333333333333337,0.04769787999998698,-0.16666666666666666,0.6666666666666666
MoSSe,Ge,32,4,interstitial,2,int3,1,int2,0,0,,0.5,,0.00042001999997864914,-0.5,
MoSSe,H,1,1,adsorbate,4,ads0,1,ads0,1,1,1,0.25,0.5,0.0,0.75,0.5
MoSSe,H,1,1,interstitial,6,int0,1,int0,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Hf,72,6,adsorbate,6,ads4,1,ads2,0,1,1,0.16666666666666666,0.33333333333333337,0.041770770000027824,-0.16666666666666666,0.6666666666666666
MoSSe,Hg,80,6,adsorbate,7,ads4,1,ads1,0,1,0,0.14285714285714285,0.2857142857142857,0.005226149999998597,-0.14285714285714285,-0.2857142857142857
MoSSe,I,53,5,adsorbate,6,ads3,1,ads2,0,1,1,0.16666666666666666,0.33333333333333337,0.16950572000001807,-0.16666666666666666,0.6666666666666666
MoSSe,Ir,77,6,adsorbate,4,ads4,1,ads4,1,1,1,0.25,0.5,0.0,0.75,0.5
MoSSe,K,19,4,adsorbate,6,ads2,1,ads1,0,1,1,0.16666666666666666,0.33333333333333337,0.03289269999999078,-0.16666666666666666,0.6666666666666666
MoSSe,K,19,4,interstitial,2,int0,1,int2,0,0,,0.5,,0.22480982999997323,-0.5,
MoSSe,Li,3,2,adsorbate,7,int3,1,ads4,0,1,0,0.14285714285714285,0.2857142857142857,0.42237912000001643,-0.14285714285714285,-0.2857142857142857
MoSSe,Li,3,2,interstitial,2,int0,1,int0,1,0,,0.5,,0.0,0.5,
MoSSe,Lu,71,6,adsorbate,7,ads2,1,ads1,0,1,1,0.14285714285714285,0.2857142857142857,0.14685166000003935,-0.14285714285714285,0.7142857142857143
MoSSe,Mg,12,3,adsorbate,6,ads2,1,ads4,0,1,0,0.16666666666666666,0.33333333333333337,0.09851680000002738,-0.16666666666666666,-0.33333333333333337
MoSSe,Mn,25,4,adsorbate,7,int3,1,int3,1,1,1,0.14285714285714285,0.2857142857142857,0.0,0.8571428571428572,0.7142857142857143
MoSSe,Mn,25,4,interstitial,2,int2,1,int2,1,0,,0.5,,0.0,0.5,
MoSSe,N,7,2,adsorbate,6,ads0,1,ads0,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,N,7,2,interstitial,4,int3,1,int2,0,1,1,0.25,0.5,0.0003118299999864682,-0.25,0.5
MoSSe,Nb,41,5,adsorbate,7,ads2,1,ads4,0,1,0,0.14285714285714285,0.2857142857142857,0.32932673999999995,-0.14285714285714285,-0.2857142857142857
MoSSe,Ni,28,4,adsorbate,6,ads2,1,ads4,0,1,1,0.16666666666666666,0.33333333333333337,0.3809226600000102,-0.16666666666666666,0.6666666666666666
MoSSe,Ni,28,4,interstitial,2,int2,1,int0,0,0,,0.5,,0.05305531999999813,-0.5,
MoSSe,O,8,2,adsorbate,6,ads0,1,ads0,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,O,8,2,interstitial,4,int3,1,int2,0,1,0,0.25,0.5,0.0041940499999668646,-0.25,-0.5
MoSSe,Os,76,6,adsorbate,5,ads4,1,ads4,1,1,1,0.2,0.4,0.0,0.8,0.6
MoSSe,P,15,3,adsorbate,6,ads0,1,ads0,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,P,15,3,interstitial,3,int3,1,int3,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSSe,Pd,46,5,adsorbate,6,ads4,1,ads4,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Pt,78,6,adsorbate,4,ads0,1,ads0,1,1,1,0.25,0.5,0.0,0.75,0.5
MoSSe,Rb,37,5,adsorbate,6,ads2,1,ads5,0,1,0,0.16666666666666666,0.33333333333333337,0.4230199700000412,-0.16666666666666666,-0.33333333333333337
MoSSe,Re,75,6,adsorbate,6,int3,1,int3,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Rh,45,5,adsorbate,6,ads4,1,ads4,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Ru,44,5,adsorbate,6,ads4,1,ads1,0,1,0,0.16666666666666666,0.33333333333333337,0.6153308500000207,-0.16666666666666666,-0.33333333333333337
MoSSe,Sb,51,5,adsorbate,6,ads0,1,ads3,0,1,0,0.16666666666666666,0.33333333333333337,0.08389622999999347,-0.16666666666666666,-0.33333333333333337
MoSSe,Sc,21,4,adsorbate,7,int3,1,int3,1,1,1,0.14285714285714285,0.2857142857142857,0.0,0.8571428571428572,0.7142857142857143
MoSSe,Sc,21,4,interstitial,2,int0,1,int0,1,0,,0.5,,0.0,0.5,
MoSSe,Si,14,3,adsorbate,6,ads1,1,ads1,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Si,14,3,interstitial,3,int3,1,int3,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSSe,Sn,50,5,adsorbate,6,ads0,1,ads1,0,1,1,0.16666666666666666,0.33333333333333337,0.1136559500000085,-0.16666666666666666,0.6666666666666666
MoSSe,Sn,50,5,interstitial,2,int3,1,int3,1,0,,0.5,,0.0,0.5,
MoSSe,Sr,38,5,adsorbate,6,ads2,1,ads2,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Ta,73,6,adsorbate,6,ads1,1,ads1,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Tc,43,5,adsorbate,7,int3,1,int3,1,1,1,0.14285714285714285,0.2857142857142857,0.0,0.8571428571428572,0.7142857142857143
MoSSe,Te,52,5,adsorbate,6,ads0,1,ads0,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Ti,22,4,adsorbate,4,ads4,1,ads4,1,1,1,0.25,0.5,0.0,0.75,0.5
MoSSe,Ti,22,4,interstitial,3,int3,1,int3,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSSe,Tl,81,6,adsorbate,6,ads1,1,ads1,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,V,23,4,adsorbate,5,ads2,1,ads2,1,1,1,0.2,0.4,0.0,0.8,0.6
MoSSe,V,23,4,interstitial,3,int3,1,int3,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSSe,W,74,6,adsorbate,6,ads2,1,ads2,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Xe,54,5,adsorbate,5,ads4,1,ads1,0,1,0,0.2,0.4,0.0316101799999729,-0.2,-0.4
MoSSe,Y,39,5,adsorbate,6,ads2,1,ads2,1,1,1,0.16666666666666666,0.33333333333333337,0.0,0.8333333333333334,0.6666666666666666
MoSSe,Zn,30,4,adsorbate,6,ads4,1,ads0,0,1,1,0.16666666666666666,0.33333333333333337,0.017497280000043247,-0.16666666666666666,0.6666666666666666
MoSSe,Zr,40,5,adsorbate,6,ads2,1,ads4,0,1,0,0.16666666666666666,0.33333333333333337,0.23763522000001513,-0.16666666666666666,-0.33333333333333337
MoSe2,Ag,47,5,adsorbate,3,ads2,1,ads2,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSe2,Ag,47,5,interstitial,2,int4,1,int4,1,0,,0.5,,0.0,0.5,
MoSe2,Al,13,3,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSe2,Al,13,3,interstitial,2,int3,1,int3,1,0,,0.5,,0.0,0.5,
MoSe2,As,33,4,adsorbate,3,ads0,1,ads0,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSe2,Au,79,6,adsorbate,3,ads2,1,ads1,0,1,0,0.3333333333333333,0.6666666666666667,0.08322358000003716,-0.3333333333333333,-0.6666666666666667
MoSe2,B,5,2,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSe2,B,5,2,interstitial,5,int4,1,int4,1,1,1,0.2,0.4,0.0,0.8,0.6
MoSe2,Ba,56,6,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSe2,Be,4,2,adsorbate,3,ads1,1,ads1,1,1,1,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.33333333333333326
MoSe2,Be,4,2,interstitial,5,int3,1,int0,0,1,1,0.2,0.4,0.007756090000043514,-0.2,0.6
